Interaction,Gene 1, Gene 2,Mechismo Score
HIST1H2BH	H2AFJ,HIST1H2BH,H2AFJ,2.743030
GNAT1	OPRM1,GNAT1,OPRM1,1.050000
UBC	UBE2S,UBC,UBE2S,2.330000
HLA-C	LILRB2,HLA-C,LILRB2,1.680000
HLA-C	LILRA2,HLA-C,LILRA2,1.710000
HNRNPA2B1	SRSF6,HNRNPA2B1,SRSF6,1.190000
PARK2	ATXN3,PARK2,ATXN3,1.870000
MAPK6	MAPKAPK5,MAPK6,MAPKAPK5,2.798320
CCNA2	CDKN1B,CCNA2,CDKN1B,1.650000
PLXNA2	RND1,PLXNA2,RND1,4.324330
FGF2	FGFR3,FGF2,FGFR3,1.620000
UBA52	SH3KBP1,UBA52,SH3KBP1,2.168270
RPL5	RPL21,RPL5,RPL21,1.180000
PIK3R2	PTPN11,PIK3R2,PTPN11,1.930000
GNG10	GNB4,GNG10,GNB4,1.490000
IL5	IL5RA,IL5,IL5RA,1.530000
PPP3CB	CALM2,PPP3CB,CALM2,4.780000
HLA-A	B2M,HLA-A,B2M,3.657490
RPS27A	SH3GL1,RPS27A,SH3GL1,5.260000
IL15	IL15RA,IL15,IL15RA,1.110000
KRT33A	KRT83,KRT33A,KRT83,1.830000
KRT33A	KRT85,KRT33A,KRT85,1.030000
WIPF1	ACTG1,WIPF1,ACTG1,2.830000
IL20RB	IL20,IL20RB,IL20,1.160000
RPS4Y1	RPS4Y2,RPS4Y1,RPS4Y2,3.077810
RPS27A	UBE2S,RPS27A,UBE2S,2.330000
VEGFA	FLT1,VEGFA,FLT1,1.530000
GNAT3	MTNR1A,GNAT3,MTNR1A,1.290000
GNAI2	MTNR1A,GNAI2,MTNR1A,2.090000
CD8A	HLA-B,CD8A,HLA-B,1.880000
HIST1H2BD	HIST2H2AA4,HIST1H2BD,HIST2H2AA4,2.820000
UBB	WWP1,UBB,WWP1,1.380000
LCK	PRKCQ,LCK,PRKCQ,2.350000
HGS	UBA52,HGS,UBA52,7.230000
PPP2CA	PPP2R5E,PPP2CA,PPP2R5E,3.040000
RAB5C	RIN1,RAB5C,RIN1,5.278370
RAC1	IQGAP2,RAC1,IQGAP2,1.410000
NDUFS8	NDUFS1,NDUFS8,NDUFS1,1.820000
CIT	RHOA,CIT,RHOA,4.750000
CD8A	HLA-A,CD8A,HLA-A,1.880000
PTH	PTH2R,PTH,PTH2R,2.820000
CD8A	HLA-A,CD8A,HLA-A,1.880000
HIST1H3E	HIST2H2AC,HIST1H3E,HIST2H2AC,1.540000
RHOC	ARHGEF19,RHOC,ARHGEF19,3.753460
MYH7	MYH6,MYH7,MYH6,3.110000
CCNA2	CDKN1A,CCNA2,CDKN1A,2.040000
DLG4	SHANK1,DLG4,SHANK1,1.820000
TRIO	RAC3,TRIO,RAC3,1.850000
RAB5A	RIN3,RAB5A,RIN3,3.757890
LYN	VAV1,LYN,VAV1,3.290000
HIST1H2BJ	H2AFX,HIST1H2BJ,H2AFX,4.455460
UBE2D1	OTUB1,UBE2D1,OTUB1,1.420000
EP300	NCOA1,EP300,NCOA1,2.240000
CD8A	HLA-C,CD8A,HLA-C,1.880000
HNRNPA2B1	SRSF5,HNRNPA2B1,SRSF5,2.460000
PCGF2	UBE2I,PCGF2,UBE2I,2.060000
NDUFS8	NDUFS7,NDUFS8,NDUFS7,1.000000
RHOC	ARHGEF18,RHOC,ARHGEF18,2.360000
IGF2	IGFBP4,IGF2,IGFBP4,3.440000
UBC	UBE2N,UBC,UBE2N,2.330000
UBC	UBE2K,UBC,UBE2K,3.376720
ARNT	AHR,ARNT,AHR,1.560000
RPS27A	UCHL5,RPS27A,UCHL5,1.330000
HIST2H2AC	HIST2H2AA4,HIST2H2AC,HIST2H2AA4,2.423030
CUL3	GAN,CUL3,GAN,2.120000
PDCD1	PDCD1LG2,PDCD1,PDCD1LG2,1.700000
HNRNPA1	ELAVL2,HNRNPA1,ELAVL2,4.726640
CDC42	ITSN1,CDC42,ITSN1,2.020000
CUL3	KBTBD6,CUL3,KBTBD6,2.120000
MAP1LC3C	ATG4B,MAP1LC3C,ATG4B,1.060000
ADCY5	GNAZ,ADCY5,GNAZ,1.290000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
KRT6B	KRT15,KRT6B,KRT15,1.460000
EPHA2	EPHA7,EPHA2,EPHA7,2.200000
UBA52	UBE2F,UBA52,UBE2F,7.230000
CENPA	HIST1H2AJ,CENPA,HIST1H2AJ,2.160000
TOPBP1	BRIP1,TOPBP1,BRIP1,1.240000
LILRA1	HLA-A,LILRA1,HLA-A,3.130000
RPL23	RPL3L,RPL23,RPL3L,3.936700
UBB	SMURF2,UBB,SMURF2,1.430000
AXIN1	APC,AXIN1,APC,1.770000
RIPK2	TAB1,RIPK2,TAB1,2.306700
RPS27A	HERC6,RPS27A,HERC6,2.420000
UBA52	HECTD1,UBA52,HECTD1,6.190000
HLA-F	LILRB2,HLA-F,LILRB2,3.237890
HIST1H2BN	HIST1H2AJ,HIST1H2BN,HIST1H2AJ,1.070000
RGS2	GNAQ,RGS2,GNAQ,2.280000
HIST1H3E	H2AFJ,HIST1H3E,H2AFJ,1.320000
CASP3	BIRC2,CASP3,BIRC2,3.550000
F11	GP1BA,F11,GP1BA,3.460000
FGFR1	FGF23,FGFR1,FGF23,1.940000
MAP1LC3A	ATG4B,MAP1LC3A,ATG4B,3.090000
SNAP23	VAMP2,SNAP23,VAMP2,3.050000
MAPK1	DUSP4,MAPK1,DUSP4,5.098990
UBC	UBE3B,UBC,UBE3B,2.330000
H2AFX	HIST1H2BI,H2AFX,HIST1H2BI,4.455460
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
H2AFX	HIST2H4B,H2AFX,HIST2H4B,2.280000
UBC	UBE2D3,UBC,UBE2D3,3.376720
YAP1	TEAD3,YAP1,TEAD3,3.130000
ANAPC11	ANAPC2,ANAPC11,ANAPC2,1.460000
RPS13	RPL30,RPS13,RPL30,1.260000
EPHA2	EPHA4,EPHA2,EPHA4,2.200000
RPL3	RPL23,RPL3,RPL23,3.936700
SNAP23	VAMP8,SNAP23,VAMP8,3.660000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
LILRA1	HLA-A,LILRA1,HLA-A,3.130000
LILRA1	HLA-F,LILRA1,HLA-F,3.130000
ERBB2	FYN,ERBB2,FYN,3.020000
NGF	NGFR,NGF,NGFR,1.490000
PPP2R1B	PPP2CA,PPP2R1B,PPP2CA,1.040000
NCF2	RAC1,NCF2,RAC1,3.698820
JAK2	IRS1,JAK2,IRS1,2.400000
KRT5	KRT31,KRT5,KRT31,1.730000
UBC	UBE3C,UBC,UBE3C,2.330000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
UBB	UBA3,UBB,UBA3,4.190000
KRT5	KRT17,KRT5,KRT17,1.730000
GNB3	GNG2,GNB3,GNG2,3.240000
FYN	PTK2,FYN,PTK2,3.390000
UBC	CDC34,UBC,CDC34,3.376720
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
EPHB1	EPHA4,EPHB1,EPHA4,2.270000
UBA52	CTTN,UBA52,CTTN,7.230000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
HLA-C	B2M,HLA-C,B2M,3.657490
PIK3R2	GRB2,PIK3R2,GRB2,2.960000
TEAD2	WWTR1,TEAD2,WWTR1,2.360000
UBB	UBC,UBB,UBC,3.376720
DLL1	NOTCH1,DLL1,NOTCH1,2.204530
CDCA8	INCENP,CDCA8,INCENP,3.620000
MAP2K4	MAP3K1,MAP2K4,MAP3K1,2.140000
UBA1	UBE2E2,UBA1,UBE2E2,2.070000
UBC	UBE2A,UBC,UBE2A,3.376720
POLE4	POLE3,POLE4,POLE3,1.070000
RHOA	ABR,RHOA,ABR,5.447490
TUBB3	TUBA4B,TUBB3,TUBA4B,2.030000
COL1A1	COL1A2,COL1A1,COL1A2,1.560000
UBC	NEDD4L,UBC,NEDD4L,3.473600
RPS27A	UBE3C,RPS27A,UBE3C,2.330000
HLA-C	LILRA2,HLA-C,LILRA2,1.710000
HLA-B	B2M,HLA-B,B2M,3.657490
EPHB2	EFNB3,EPHB2,EFNB3,1.460000
C3	CFHR3,C3,CFHR3,1.200000
PCNA	RFC2,PCNA,RFC2,2.120000
PCNA	RFC1,PCNA,RFC1,1.360000
PPP2CA	PPP2R5A,PPP2CA,PPP2R5A,3.040000
PPP2CA	PPP2R5B,PPP2CA,PPP2R5B,3.040000
LYN	PIK3R3,LYN,PIK3R3,2.860000
HLA-A	B2M,HLA-A,B2M,3.657490
UBA52	UBE2W,UBA52,UBE2W,7.230000
SOCS6	KIT,SOCS6,KIT,2.050000
RAD51C	RAD51,RAD51C,RAD51,1.670000
BCL2	BBC3,BCL2,BBC3,2.540000
AP2A1	AP2M1,AP2A1,AP2M1,5.300000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
PCNA	RFC4,PCNA,RFC4,2.120000
HIST1H2BD	H2AFJ,HIST1H2BD,H2AFJ,2.820000
EPHA2	EPHA5,EPHA2,EPHA5,2.200000
RAB5C	ALS2,RAB5C,ALS2,1.360000
IL10RB	IL22,IL10RB,IL22,1.700000
PARK2	UBE2E3,PARK2,UBE2E3,3.020000
CD8A	HLA-C,CD8A,HLA-C,1.880000
IKBKB	MAP3K1,IKBKB,MAP3K1,2.680000
ADCY5	ADCY2,ADCY5,ADCY2,1.650000
KRT18	KRT76,KRT18,KRT76,1.370000
SRC	GRB2,SRC,GRB2,2.700000
EFNA2	EPHA7,EFNA2,EPHA7,2.020000
RAB6A	CHM,RAB6A,CHM,5.560000
KRT14	KRT85,KRT14,KRT85,1.420000
KRT14	KRT83,KRT14,KRT83,1.420000
GNAZ	GNB4,GNAZ,GNB4,4.950000
SNRPE	LSM5,SNRPE,LSM5,1.210000
UBE2D1	UBE3A,UBE2D1,UBE3A,2.280000
NCK1	PAK1,NCK1,PAK1,1.690000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
CHML	RAB5B,CHML,RAB5B,2.640000
UPF1	UPF2,UPF1,UPF2,1.010000
CCND3	MAPK6,CCND3,MAPK6,3.052550
EEF1B2	EEF1A1,EEF1B2,EEF1A1,1.100000
CD8A	HLA-C,CD8A,HLA-C,1.880000
KRT33A	KRT84,KRT33A,KRT84,1.860000
ARHGDIB	RAC3,ARHGDIB,RAC3,1.460000
NEDD4	UBE2D2,NEDD4,UBE2D2,1.640000
TP73	TP53BP2,TP73,TP53BP2,1.760000
HIST2H4B	H3F3A,HIST2H4B,H3F3A,2.732990
ZBTB16	BTBD6,ZBTB16,BTBD6,1.590000
GRB2	ITK,GRB2,ITK,1.950000
HIST1H2BD	HIST2H2AC,HIST1H2BD,HIST2H2AC,2.423030
RAC1	ARHGAP44,RAC1,ARHGAP44,4.054650
HLA-DPA1	HLA-DRB1,HLA-DPA1,HLA-DRB1,1.780000
RAF1	BRAF,RAF1,BRAF,1.410000
BMP2	ACVR2A,BMP2,ACVR2A,2.850000
INHBA	ACVR2A,INHBA,ACVR2A,2.840000
GNB5	RGS11,GNB5,RGS11,1.510000
ERBB2	SRC,ERBB2,SRC,3.020000
UBC	UBA5,UBC,UBA5,4.469840
ERBB2	ERBB3,ERBB2,ERBB3,1.000000
HLA-DQA2	HLA-DRB1,HLA-DQA2,HLA-DRB1,1.850000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
HLA-DQA2	HLA-DPA1,HLA-DQA2,HLA-DPA1,3.600540
BRCA2	DMC1,BRCA2,DMC1,3.500000
UBC	HECW2,UBC,HECW2,2.330000
HLA-DQA2	HLA-DRB1,HLA-DQA2,HLA-DRB1,2.150000
MAML1	NOTCH3,MAML1,NOTCH3,2.120000
HIST1H3E	HIST1H2AJ,HIST1H3E,HIST1H2AJ,1.320000
RAF1	MAP2K1,RAF1,MAP2K1,3.019150
ADORA1	GNAI1,ADORA1,GNAI1,2.000000
UBB	UBA7,UBB,UBA7,4.190000
UBE2L3	HUWE1,UBE2L3,HUWE1,3.660000
UBE2L3	HACE1,UBE2L3,HACE1,3.660000
ITGAL	ICAM5,ITGAL,ICAM5,4.470630
CD40	TRAF2,CD40,TRAF2,1.840000
HERC2	UBE2N,HERC2,UBE2N,1.640000
CXCR1	GNAI1,CXCR1,GNAI1,1.960000
HLA-B	B2M,HLA-B,B2M,3.657490
KIT	KITLG,KIT,KITLG,1.130000
UBA52	HECW1,UBA52,HECW1,1.070000
HLA-DQA2	HLA-DRB1,HLA-DQA2,HLA-DRB1,2.150000
NEDD4	UBE2E2,NEDD4,UBE2E2,1.730000
KRT76	KRT17,KRT76,KRT17,3.140000
UBE2E3	STUB1,UBE2E3,STUB1,2.870000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
CDC42	ARHGEF6,CDC42,ARHGEF6,1.770000
CAPN8	CAST,CAPN8,CAST,4.000000
KRT18	KRT8,KRT18,KRT8,1.370000
RHOB	NET1,RHOB,NET1,4.828680
COL4A5	COL4A3,COL4A5,COL4A3,1.510000
KRT17	KRT73,KRT17,KRT73,1.320000
HLA-DPA1	HLA-DRB1,HLA-DPA1,HLA-DRB1,1.780000
HIST1H3E	HIST2H2AA4,HIST1H3E,HIST2H2AA4,1.320000
GNG7	GNB3,GNG7,GNB3,1.840000
HLA-A	B2M,HLA-A,B2M,3.657490
MAPK3	MAP2K1,MAPK3,MAP2K1,3.019150
EGFR	ERBB4,EGFR,ERBB4,6.440000
HLA-A	LILRA2,HLA-A,LILRA2,1.710000
KRT14	KRT77,KRT14,KRT77,1.450000
HIST1H2AD	HIST1H2BB,HIST1H2AD,HIST1H2BB,1.010000
UBC	TSG101,UBC,TSG101,3.376720
RAD51B	RAD51,RAD51B,RAD51,1.870000
NGF	NTRK1,NGF,NTRK1,1.340000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
SNRPD3	SNRPN,SNRPD3,SNRPN,1.850000
UBB	GRB2,UBB,GRB2,2.700000
HLA-C	B2M,HLA-C,B2M,3.657490
TRIO	RAC1,TRIO,RAC1,1.140000
LRSAM1	UBE2E3,LRSAM1,UBE2E3,1.420000
GNA14	EDNRA,GNA14,EDNRA,2.670000
HLA-DPA1	HLA-DRB1,HLA-DPA1,HLA-DRB1,1.780000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
TLR4	TIRAP,TLR4,TIRAP,3.750000
HLA-B	B2M,HLA-B,B2M,3.657490
CUL5	RNF7,CUL5,RNF7,1.020000
YES1	PIK3R1,YES1,PIK3R1,3.550000
KRT85	KRT40,KRT85,KRT40,3.160000
ISG15	USP18,ISG15,USP18,2.200000
UBB	UBA52,UBB,UBA52,7.230000
BAG3	HSPA2,BAG3,HSPA2,2.670000
HLA-E	B2M,HLA-E,B2M,3.657490
HIST2H4B	HIST1H2BI,HIST2H4B,HIST1H2BI,3.590000
GNAI3	RGS8,GNAI3,RGS8,1.490000
GNB1	GNG12,GNB1,GNG12,2.080000
FYN	SYK,FYN,SYK,3.390000
STXBP1	STX1A,STXBP1,STX1A,1.110000
HIST2H2AC	HIST2H2BE,HIST2H2AC,HIST2H2BE,2.423030
GFRA2	GDNF,GFRA2,GDNF,5.450000
HLA-B	LILRA2,HLA-B,LILRA2,3.400000
SH3GL2	SH3GL3,SH3GL2,SH3GL3,1.500000
DNAJC6	HSPA8,DNAJC6,HSPA8,1.840000
TUBB2A	TUBA1A,TUBB2A,TUBA1A,3.110000
MEIS1	PBX1,MEIS1,PBX1,2.766350
EGFR	FYN,EGFR,FYN,5.584330
HIST1H2AD	HIST1H2BO,HIST1H2AD,HIST1H2BO,1.010000
AKT2	CDKN1B,AKT2,CDKN1B,2.470000
KRT75	KRT18,KRT75,KRT18,1.370000
COL4A4	COL4A3,COL4A4,COL4A3,1.170000
CUL1	CUL5,CUL1,CUL5,1.300000
JUP	CDH4,JUP,CDH4,1.620000
UBE2D2	UBE3A,UBE2D2,UBE3A,1.640000
ERBB2	ERBB4,ERBB2,ERBB4,1.870000
UBE2L3	CBLB,UBE2L3,CBLB,2.140000
SUMO3	SUMO1,SUMO3,SUMO1,4.310000
IGF1	IGFBP1,IGF1,IGFBP1,2.290000
KRT18	KRT3,KRT18,KRT3,1.370000
RPS27A	HECW2,RPS27A,HECW2,2.330000
UBA52	CUL5,UBA52,CUL5,7.230000
DCP2	DCP1A,DCP2,DCP1A,1.330000
BMPR1B	BMPR1A,BMPR1B,BMPR1A,1.910000
JUP	CDH15,JUP,CDH15,1.620000
SUMO1	SENP2,SUMO1,SENP2,1.630000
CLTA	CLTC,CLTA,CLTC,1.850000
PIK3R2	HCK,PIK3R2,HCK,4.220000
KRT33A	KRT81,KRT33A,KRT81,1.300000
EGFR	SRC,EGFR,SRC,2.060000
SF3B3	PRPF19,SF3B3,PRPF19,1.980000
B2M	HLA-B,B2M,HLA-B,3.657490
JUP	CDH8,JUP,CDH8,1.620000
HIST1H2BB	HIST1H2AJ,HIST1H2BB,HIST1H2AJ,1.070000
JUP	CDH11,JUP,CDH11,1.620000
JUP	CDH6,JUP,CDH6,1.620000
PPP1R12A	ROCK2,PPP1R12A,ROCK2,7.610760
IL20	IL20RA,IL20,IL20RA,1.070000
UBA52	USP9X,UBA52,USP9X,7.230000
UBC	UBE2J2,UBC,UBE2J2,3.376720
UBA52	USP7,UBA52,USP7,7.230000
JUP	CDH12,JUP,CDH12,1.620000
HERC2	UBE2D3,HERC2,UBE2D3,1.640000
HIST1H2BJ	HIST2H4B,HIST1H2BJ,HIST2H4B,1.610000
TNFRSF1B	TRAF3,TNFRSF1B,TRAF3,1.450000
RAC1	NOXA1,RAC1,NOXA1,3.698820
POLA1	POLA2,POLA1,POLA2,1.270000
HIST1H2BO	H2AFV,HIST1H2BO,H2AFV,3.315770
UBA52	UIMC1,UBA52,UIMC1,7.230000
VAV1	GRB2,VAV1,GRB2,2.960000
IL4	IL4R,IL4,IL4R,4.750000
SRC	AXL,SRC,AXL,3.750000
