SCOC	Intra-Golgi and retrograde Golgi-to-ER traffic(R)
MMP2	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)(R)
MMP2	amb2 Integrin signaling(N)
MMP2	FOXM1 transcription factor network(N)
MMP2	Extracellular matrix organization(R)
MMP2	Alzheimer disease-presenilin pathway(P)
MMP2	Direct p53 effectors(N)
MMP2	Plasma membrane estrogen receptor signaling(N)
MMP2	inhibition of matrix metalloproteinases(B)
MMP2	Regulation of nuclear beta catenin signaling and target gene transcription(N)
MMP2	ATF-2 transcription factor network(N)
MMP2	EPH-Ephrin signaling(R)
MMP2	Signaling by Interleukins(R)
MMP2	Osteopontin-mediated events(N)
MMP2	LPA receptor mediated events(N)
MMP2	Angiopoietin receptor Tie2-mediated signaling(N)
MMP2	Validated transcriptional targets of AP1 family members Fra1 and Fra2(N)
MMP2	Syndecan-2-mediated signaling events(N)
ARHGEF16	Signaling by Rho GTPases(R)
ARHGEF16	GPCR downstream signaling(R)
ARHGEF16	Signalling by NGF(R)
cDNA FLJ59282, highly similar to Glutamate receptor-interacting protein 1 {ECO:0000313|EMBL:BAG58465	role of erbb2 in signal transduction and oncology(B)
cDNA FLJ59282, highly similar to Glutamate receptor-interacting protein 1 {ECO:0000313|EMBL:BAG58465	control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)(B)
cDNA FLJ59282, highly similar to Glutamate receptor-interacting protein 1 {ECO:0000313|EMBL:BAG58465	carm1 and regulation of the estrogen receptor(B)
MMP3	Plasminogen activating cascade(P)
MMP3	Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling(N)
MMP3	Signaling by Interleukins(R)
MMP3	Gastrin-CREB signalling pathway via PKC and MAPK(R)
MMP3	Extracellular matrix organization(R)
MMP3	Posttranslational regulation of adherens junction stability and dissassembly(N)
MMP3	p75(NTR)-mediated signaling(N)
BCKDHB	Glyoxylate metabolism and glycine degradation(R)
BCKDHB	Branched-chain amino acid catabolism(R)
ARHGEF19	Signaling by Rho GTPases(R)
ARHGEF19	GPCR downstream signaling(R)
ARHGEF19	Signalling by NGF(R)
ARHGEF18	Signaling by TGF-beta Receptor Complex(R)
ARHGEF18	Signaling by Rho GTPases(R)
ARHGEF18	GPCR downstream signaling(R)
ARHGEF18	Signalling by NGF(R)
ARHGEF18	Regulation of RhoA activity(N)
MMP8	Extracellular matrix organization(R)
MMP8	Alzheimer disease-presenilin pathway(P)
MMP8	Neutrophil degranulation(R)
GPCPD1	Glycerophospholipid biosynthesis(R)
UTP18	rRNA processing(R)
MMP9	CXCR4-mediated signaling events(N)
MMP9	amb2 Integrin signaling(N)
MMP9	Plasma membrane estrogen receptor signaling(N)
MMP9	Neutrophil degranulation(R)
MMP9	Validated targets of C-MYC transcriptional activation(N)
MMP9	Signaling by Interleukins(R)
MMP9	FGF signaling pathway(N)
MMP9	Osteopontin-mediated events(N)
MMP9	Validated transcriptional targets of AP1 family members Fra1 and Fra2(N)
MMP9	AP-1 transcription factor network(N)
MMP9	Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling(N)
MMP9	Extracellular matrix organization(R)
MMP9	Alzheimer disease-presenilin pathway(P)
MMP9	Syndecan-1-mediated signaling events(N)
MMP9	Syndecan-4-mediated signaling events(N)
MMP9	Regulation of nuclear beta catenin signaling and target gene transcription(N)
MMP9	EPH-Ephrin signaling(R)
MMP9	LPA receptor mediated events(N)
MMP9	Signaling by SCF-KIT(R)
MUT	Fatty acid, triacylglycerol, and ketone body metabolism(R)
MUT	Metabolism of water-soluble vitamins and cofactors(R)
TRDN	Ion channel transport(R)
TRDN	Cardiac conduction(R)
IRF3	Interferon gamma signaling(R)
IRF3	Interferon alpha/beta signaling(R)
IRF3	Cytosolic sensors of pathogen-associated DNA (R)
IRF3	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways(R)
IRF3	the information processing pathway at the ifn beta enhancer(B)
IRF3	Toll-Like Receptors Cascades(R)
IRF3	Factors involved in megakaryocyte development and platelet production(R)
IRF3	ISG15 antiviral mechanism(R)
GORASP2	Mitotic Prophase(R)
PEX3	ABC-family proteins mediated transport(R)
IRF4	Interferon gamma signaling(R)
IRF4	Calcineurin-regulated NFAT-dependent transcription in lymphocytes(N)
IRF4	Signaling by Interleukins(R)
IRF4	Interferon alpha/beta signaling(R)
IRF4	IL4-mediated signaling events(N)
GORASP1	ER to Golgi Anterograde Transport(R)
GORASP1	Asparagine N-linked glycosylation(R)
GORASP1	Mitotic Prophase(R)
GORASP1	PLK1 signaling events(N)
IRF1	Interferon gamma signaling(R)
IRF1	IL6-mediated signaling events(N)
IRF1	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways(R)
IRF1	IFN-gamma pathway(N)
IRF1	Glucocorticoid receptor regulatory network(N)
IRF1	Interferon alpha/beta signaling(R)
IRF1	Regulation of Telomerase(N)
IRF1	IL12 signaling mediated by STAT4(N)
IRF1	Factors involved in megakaryocyte development and platelet production(R)
CDHR1	Cadherin signaling pathway(P)
CDHR1	Wnt signaling pathway(P)
CDHR2	Cadherin signaling pathway(P)
CDHR2	Wnt signaling pathway(P)
IRF2	Interferon gamma signaling(R)
IRF2	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways(R)
IRF2	the information processing pathway at the ifn beta enhancer(B)
IRF2	Interferon alpha/beta signaling(R)
IRF2	Factors involved in megakaryocyte development and platelet production(R)
FAM96B	Cytosolic iron-sulfur cluster assembly(R)
IRF7	Interferon gamma signaling(R)
IRF7	Interferon alpha/beta signaling(R)
IRF7	Cytosolic sensors of pathogen-associated DNA (R)
IRF7	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways(R)
IRF7	Regulation of nuclear SMAD2/3 signaling(N)
IRF7	the information processing pathway at the ifn beta enhancer(B)
IRF7	Toll-Like Receptors Cascades(R)
IRF7	Factors involved in megakaryocyte development and platelet production(R)
NAA35	Intra-Golgi and retrograde Golgi-to-ER traffic(R)
BLVRB	Metabolism of porphyrins(R)
BLVRB	il-10 anti-inflammatory signaling pathway(B)
IRF8	Interferon gamma signaling(R)
IRF8	Validated targets of C-MYC transcriptional repression(N)
IRF8	Interferon alpha/beta signaling(R)
IRF8	GMCSF-mediated signaling events(N)
MVD	Asparagine N-linked glycosylation(R)
MVD	Cholesterol biosynthesis(R)
MVD	Regulation of cholesterol biosynthesis by SREBP (SREBF)(R)
IRF5	Interferon gamma signaling(R)
IRF5	Interferon alpha/beta signaling(R)
IRF5	Direct p53 effectors(N)
NAA38	Intra-Golgi and retrograde Golgi-to-ER traffic(R)
IRF6	Interferon gamma signaling(R)
IRF6	Interferon alpha/beta signaling(R)
IRF9	Interferon gamma signaling(R)
IRF9	IFN-gamma pathway(N)
IRF9	Interferon alpha/beta signaling(R)
IRF9	bone remodeling(B)
RBM22	Processing of Capped Intron-Containing Pre-mRNA(R)
LAMA5	Alpha6 beta4 integrin-ligand interactions(N)
LAMA5	prion pathway(B)
LAMA5	Extracellular matrix organization(R)
LAMA5	Syndecan-1-mediated signaling events(N)
LAMA5	agrin in postsynaptic differentiation(B)
LAMA5	Beta1 integrin cell surface interactions(N)
LAMA5	Signaling by Interleukins(R)
MVK	Cholesterol biosynthesis(R)
MVK	Regulation of cholesterol biosynthesis by SREBP (SREBF)(R)
LAMA2	Alpha6 beta4 integrin-ligand interactions(N)
LAMA2	Extracellular matrix organization(R)
LAMA2	Beta1 integrin cell surface interactions(N)
LAMA1	Alpha6 beta4 integrin-ligand interactions(N)
LAMA1	Extracellular matrix organization(R)
LAMA1	Glypican 1 network(N)
LAMA1	Beta1 integrin cell surface interactions(N)
LAMA1	Syndecan-4-mediated signaling events(N)
LAMA1	L1CAM interactions(R)
LAMA1	Syndecan-2-mediated signaling events(N)
GOSR2	ER to Golgi Anterograde Transport(R)
GOSR2	Unfolded Protein Response (UPR)(R)
GOSR2	Asparagine N-linked glycosylation(R)
GOSR2	Arf1 pathway(N)
GOSR2	Intra-Golgi and retrograde Golgi-to-ER traffic(R)
LAMA4	Beta3 integrin cell surface interactions(N)
LAMA4	Beta1 integrin cell surface interactions(N)
LAMA4	FOXM1 transcription factor network(N)
LAMA4	Extracellular matrix organization(R)
LAMA3	Alpha6 beta4 integrin-ligand interactions(N)
LAMA3	Cell junction organization(R)
LAMA3	prion pathway(B)
LAMA3	Extracellular matrix organization(R)
LAMA3	agrin in postsynaptic differentiation(B)
LAMA3	Beta1 integrin cell surface interactions(N)
LAMA3	Syndecan-4-mediated signaling events(N)
LAMA3	Validated transcriptional targets of AP1 family members Fra1 and Fra2(N)
LAMA3	Syndecan-2-mediated signaling events(N)
GOSR1	ER to Golgi Anterograde Transport(R)
GOSR1	Asparagine N-linked glycosylation(R)
GOSR1	Intra-Golgi and retrograde Golgi-to-ER traffic(R)
TAF9	RNA Polymerase II Transcription(R)
TAF9	Direct p53 effectors(N)
TAF9	General transcription regulation(P)
TAF9	Chromatin modifying enzymes(R)
TAF9	C-MYC pathway(N)
TAF9	RNA polymerase II transcribes snRNA genes(R)
TAF9	Generic Transcription Pathway(R)
TAF9	Validated targets of C-MYC transcriptional activation(N)
HMGCR	Cholesterol biosynthesis(R)
HMGCR	Fatty acid, triacylglycerol, and ketone body metabolism(R)
HMGCR	Regulation of cholesterol biosynthesis by SREBP (SREBF)(R)
ATP2C1	Ion channel transport(R)
HMGCL	Fatty acid, triacylglycerol, and ketone body metabolism(R)
BMS1	rRNA processing(R)
LAMB3	Beta1 integrin cell surface interactions(N)
LAMB3	Alpha6 beta4 integrin-ligand interactions(N)
LAMB3	Cell junction organization(R)
LAMB3	Extracellular matrix organization(R)
NAA10	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha(N)
LAMB2	Beta1 integrin cell surface interactions(N)
LAMB2	Alpha6 beta4 integrin-ligand interactions(N)
LAMB2	Extracellular matrix organization(R)
MX2	Interferon alpha/beta signaling(R)
MX1	Interferon alpha/beta signaling(R)
ATP2B4	Platelet homeostasis(R)
ATP2B4	Ion channel transport(R)
ATP2B4	Cardiac conduction(R)
ATP2B3	Platelet homeostasis(R)
ATP2B3	Ion channel transport(R)
ATP2B3	Cardiac conduction(R)
LAMB1	Beta3 integrin cell surface interactions(N)
LAMB1	Beta1 integrin cell surface interactions(N)
LAMB1	Alpha6 beta4 integrin-ligand interactions(N)
LAMB1	L1CAM interactions(R)
LAMB1	Extracellular matrix organization(R)
ATP2B2	Platelet homeostasis(R)
ATP2B2	Ion channel transport(R)
ATP2B2	Cardiac conduction(R)
ATP2B1	Platelet homeostasis(R)
ATP2B1	C-MYB transcription factor network(N)
ATP2B1	Ion channel transport(R)
ATP2B1	Cardiac conduction(R)
SOD2	cardiac protection against ros(B)
SOD2	erythropoietin mediated neuroprotection through nf-kb(B)
SOD2	the igf-1 receptor and longevity(B)
SOD2	Detoxification of Reactive Oxygen Species(R)
SOD2	FoxO family signaling(N)
SOD3	Detoxification of Reactive Oxygen Species(R)
SOD1	cardiac protection against ros(B)
SOD1	Response to elevated platelet cytosolic Ca2+(R)
SOD1	the igf-1 receptor and longevity(B)
SOD1	Detoxification of Reactive Oxygen Species(R)
SOD1	FOXA1 transcription factor network(N)
SOD1	Validated nuclear estrogen receptor alpha network(N)
GLB1	Metabolism of carbohydrates(R)
GLB1	Asparagine N-linked glycosylation(R)
GLB1	Sphingolipid metabolism(R)
GLB1	Neutrophil degranulation(R)
TAF8	RNA polymerase II transcribes snRNA genes(R)
RANGRF	Cardiac conduction(R)
TAF7	RNA Polymerase II Transcription(R)
TAF7	Generic Transcription Pathway(R)
FAM98B	tRNA processing in the nucleus(R)
THRSP	Fatty acid, triacylglycerol, and ketone body metabolism(R)
TAF6	RNA Polymerase II Transcription(R)
TAF6	RNA polymerase II transcribes snRNA genes(R)
TAF6	Generic Transcription Pathway(R)
TAF5	RNA Polymerase II Transcription(R)
TAF5	RNA polymerase II transcribes snRNA genes(R)
TAF5	Generic Transcription Pathway(R)
TAF4	RNA Polymerase II Transcription(R)
TAF4	Generic Transcription Pathway(R)
TAF4	Huntington disease(P)
TAF3	RNA Polymerase II Transcription(R)
TAF3	Generic Transcription Pathway(R)
TAF2	RNA Polymerase II Transcription(R)
TAF2	Generic Transcription Pathway(R)
TAF1	Regulation of retinoblastoma protein(N)
TAF1	RNA Polymerase II Transcription(R)
TAF1	hypoxia and p53 in the cardiovascular system(B)
TAF1	Generic Transcription Pathway(R)
TRIO	Regulation of RAC1 activity(N)
TRIO	rho cell motility signaling pathway(B)
TRIO	rac1 cell motility signaling pathway(B)
TRIO	Signaling by Rho GTPases(R)
TRIO	GPCR downstream signaling(R)
TRIO	Gastrin-CREB signalling pathway via PKC and MAPK(R)
TRIO	Netrin-mediated signaling events(N)
TRIO	pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase(B)
TRIO	Signalling by NGF(R)
TRIO	Netrin-1 signaling(R)
TRIO	Regulation of RhoA activity(N)
OR11H2	GPCR downstream signaling(R)
GLDC	Glyoxylate metabolism and glycine degradation(R)
OR11H1	GPCR downstream signaling(R)
OR11H4	GPCR downstream signaling(R)
cDNA: FLJ20896 fis, clone ADKA03527 {ECO:0000313|EMBL:BAB14924.1}	Arf1 pathway(N)
FNBP1L	Clathrin-mediated endocytosis(R)
DCAF7	Protein folding(R)
CREB3L3	Lipid digestion, mobilization, and transport(R)
MYC	erk1/erk2 mapk signaling pathway(B)
MYC	Validated nuclear estrogen receptor alpha network(N)
MYC	ctcf: first multivalent nuclear factor(B)
MYC	Validated targets of C-MYC transcriptional activation(N)
MYC	Signaling by TGF-beta Receptor Complex(R)
MYC	Regulation of nuclear SMAD2/3 signaling(N)
MYC	Signaling by Interleukins(R)
MYC	Presenilin action in Notch and Wnt signaling(N)
MYC	C-MYC pathway(N)
MYC	overview of telomerase protein component gene htert transcriptional regulation(B)
MYC	Wnt signaling pathway(P)
MYC	AP-1 transcription factor network(N)
MYC	wnt signaling pathway(B)
MYC	Signaling by NOTCH1(R)
MYC	telomeres telomerase cellular aging and immortality(B)
MYC	mechanism of gene regulation by peroxisome proliferators via ppara(B)
MYC	Regulation of nuclear beta catenin signaling and target gene transcription(N)
MYC	Mitotic G1-G1/S phases(R)
MYC	LKB1 signaling events(N)
MYC	Oxidative stress response(P)
MYC	IL2-mediated signaling events(N)
MYC	Generic Transcription Pathway(R)
MYC	CD40/CD40L signaling(N)
MYC	FOXM1 transcription factor network(N)
MYC	MAPK6/MAPK4 signaling(R)
MYC	Regulation of Telomerase(N)
MYC	role of egf receptor transactivation by gpcrs in cardiac hypertrophy(B)
MYC	p73 transcription factor network(N)
MYC	IL6-mediated signaling events(N)
MYC	Validated targets of C-MYC transcriptional repression(N)
MYC	IL2 signaling events mediated by PI3K(N)
MYC	C-MYB transcription factor network(N)
MYC	tumor suppressor arf inhibits ribosomal biogenesis(B)
MYC	cadmium induces dna synthesis and proliferation in macrophages(B)
MYC	E2F transcription factor network(N)
MYC	TCF dependent signaling in response to WNT(R)
MYC	PDGFR-beta signaling pathway(N)
MYC	inhibition of cellular proliferation by gleevec(B)
MYC	Ceramide signaling pathway(N)
MYC	Notch signaling pathway(N)
MYC	Deubiquitination(R)
MYC	IL2 signaling events mediated by STAT5(N)
MYC	p38 mapk signaling pathway(B)
MYC	S Phase(R)
MYC	p53 pathway feedback loops 2(P)
MYC	mapkinase signaling pathway(B)
MYB	IL2 signaling events mediated by PI3K(N)
MYB	C-MYB transcription factor network(N)
MYB	Notch-mediated HES/HEY network(N)
MYB	IL4-mediated signaling events(N)
MYB	AP-1 transcription factor network(N)
MYB	Factors involved in megakaryocyte development and platelet production(R)
OR11H6	GPCR downstream signaling(R)
PLCE1	phospholipase c-epsilon pathway(B)
PLCE1	Inflammation mediated by chemokine and cytokine signaling pathway(P)
PLCE1	Inositol phosphate metabolism(R)
PIP4K2A	DAP12 interactions(R)
PIP4K2A	PI Metabolism(R)
PIP4K2A	Fc epsilon receptor (FCERI) signaling(R)
PIP4K2A	PIP3 activates AKT signaling(R)
PIP4K2A	Signalling by NGF(R)
PIP4K2A	Signaling by EGFR(R)
PIP4K2A	Signaling by SCF-KIT(R)
PIP4K2A	Signaling by PDGF(R)
PIP4K2A	Signaling by the B Cell Receptor (BCR)(R)
PIP4K2A	Generic Transcription Pathway(R)
PIP4K2B	DAP12 interactions(R)
PIP4K2B	PI Metabolism(R)
PIP4K2B	Fc epsilon receptor (FCERI) signaling(R)
PIP4K2B	PIP3 activates AKT signaling(R)
PIP4K2B	Signalling by NGF(R)
PIP4K2B	Signaling by EGFR(R)
PIP4K2B	Signaling by SCF-KIT(R)
PIP4K2B	Signaling by PDGF(R)
PIP4K2B	Signaling by the B Cell Receptor (BCR)(R)
PIP4K2B	Generic Transcription Pathway(R)
PIP4K2C	DAP12 interactions(R)
PIP4K2C	PI Metabolism(R)
PIP4K2C	Fc epsilon receptor (FCERI) signaling(R)
PIP4K2C	PIP3 activates AKT signaling(R)
PIP4K2C	Signalling by NGF(R)
PIP4K2C	Signaling by EGFR(R)
PIP4K2C	Signaling by SCF-KIT(R)
PIP4K2C	Signaling by PDGF(R)
PIP4K2C	Signaling by the B Cell Receptor (BCR)(R)
OR11H7	GPCR downstream signaling(R)
JUNB	Calcineurin-regulated NFAT-dependent transcription in lymphocytes(N)
JUNB	TGF-beta signaling pathway(P)
JUNB	IL6-mediated signaling events(N)
JUNB	Signaling by TGF-beta Receptor Complex(R)
JUNB	Calcium signaling in the CD4+ TCR pathway(N)
JUNB	ATF-2 transcription factor network(N)
JUNB	Signaling by Interleukins(R)
JUNB	Downstream signaling in na&#xef;ve CD8+ T cells(N)
JUNB	gata3 participate in activating the th2 cytokine genes expression(B)
JUNB	Validated transcriptional targets of AP1 family members Fra1 and Fra2(N)
JUNB	AP-1 transcription factor network(N)
JUNB	Generic Transcription Pathway(R)
SULT2A1	Phase II conjugation(R)
SULT2A1	Fatty acid, triacylglycerol, and ketone body metabolism(R)
SULT2A1	E2F transcription factor network(N)
GLCE	Metabolism of carbohydrates(R)
OR11G2	GPCR downstream signaling(R)
TRHR	GPCR downstream signaling(R)
TRHR	Gastrin-CREB signalling pathway via PKC and MAPK(R)
TRHR	GPCR ligand binding(R)
SULT2B1	Phase II conjugation(R)
SARNP	RNA Polymerase II Transcription(R)
SARNP	Processing of Capped Intron-Containing Pre-mRNA(R)
NHLRC1	Metabolism of carbohydrates(R)
SRCAP	agrin in postsynaptic differentiation(B)
GLG1	Cell surface interactions at the vascular wall(R)
PRDX3	Detoxification of Reactive Oxygen Species(R)
PRDX3	Validated targets of C-MYC transcriptional activation(N)
PRDX2	Detoxification of Reactive Oxygen Species(R)
PRDX2	Generic Transcription Pathway(R)
CRACR2A	Neutrophil degranulation(R)
PRDX5	Detoxification of Reactive Oxygen Species(R)
PRDX5	Generic Transcription Pathway(R)
PPP4C	FGF signaling pathway(P)
PPP4C	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)(R)
PRDX4	Neutrophil degranulation(R)
PRDX1	Coregulation of Androgen receptor activity(N)
PRDX1	Detoxification of Reactive Oxygen Species(R)
PRDX1	Generic Transcription Pathway(R)
PLCG2	B cell activation(P)
PLCG2	C-type lectin receptors (CLRs)(R)
PLCG2	BCR signaling pathway(N)
PLCG2	Inositol phosphate metabolism(R)
PLCG2	Signaling by the B Cell Receptor (BCR)(R)
PLCG2	Fcgamma receptor (FCGR) dependent phagocytosis(R)
PLCG2	FGF signaling pathway(P)
PLCG2	DAP12 interactions(R)
PLCG2	GPVI-mediated activation cascade(R)
PLCG2	EPO signaling pathway(N)
PLCG2	Fc epsilon receptor (FCERI) signaling(R)
PLCG2	Inflammation mediated by chemokine and cytokine signaling pathway(P)
PLCG2	Toll-Like Receptors Cascades(R)
PLCG2	EGF receptor signaling pathway(P)
PLCG2	Class I PI3K signaling events(N)
NKX2-1	FOXA2 and FOXA3 transcription factor networks(N)
PLCG1	Signaling by FGFR3(R)
PLCG1	Fc-epsilon receptor I signaling in mast cells(N)
PLCG1	DAG and IP3 signaling(R)
PLCG1	Trk receptor signaling mediated by PI3K and PLC-gamma(N)
PLCG1	Signaling by EGFR(R)
PLCG1	VEGF signaling pathway(P)
PLCG1	Signaling by the B Cell Receptor (BCR)(R)
PLCG1	Fcgamma receptor (FCGR) dependent phagocytosis(R)
PLCG1	N-cadherin signaling events(N)
PLCG1	FGF signaling pathway(N)
PLCG1	Nephrin/Neph1 signaling in the kidney podocyte(N)
PLCG1	Signaling by FGFR2(R)
PLCG1	TCR signaling(R)
PLCG1	Angiogenesis(P)
PLCG1	S1P1 pathway(N)
PLCG1	TCR signaling in na&#xef;ve CD4+ T cells(N)
PLCG1	EGF receptor (ErbB1) signaling pathway(N)
PLCG1	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)(N)
PLCG1	Fc epsilon receptor (FCERI) signaling(R)
PLCG1	Inflammation mediated by chemokine and cytokine signaling pathway(P)
PLCG1	Signalling by NGF(R)
PLCG1	EPHA forward signaling(N)
PLCG1	ISG15 antiviral mechanism(R)
PLCG1	Class I PI3K signaling events(N)
